Date,steel_rebar,hot_rolled_coil,iron_ore,usd_mxn,coal,steel_rebar_next
2021-02-26,605.43,1264.0,165.61000061035156,20.910900115966797,24.73553466796875,656.5
2021-03-01,656.5,1260.0,171.74000549316406,20.789569854736328,24.73553466796875,652.0
2021-03-02,652.0,1270.0,173.16000366210938,20.654029846191406,24.73553466796875,650.0
2021-03-03,650.0,1266.0,174.1199951171875,20.603410720825195,24.73553466796875,648.0
2021-03-04,648.0,1268.0,174.94000244140625,20.956090927124023,24.73553466796875,643.5
2021-03-05,643.5,1260.0,173.1199951171875,21.13340950012207,24.73553466796875,641.0
2021-03-08,641.0,1264.0,173.55999755859375,21.255300521850586,24.73553466796875,638.0
2021-03-09,638.0,1260.0,168.42999267578125,21.492490768432617,24.73553466796875,630.5
2021-03-10,630.5,1258.0,168.44000244140625,21.188819885253906,24.73553466796875,630.5
2021-03-11,630.5,1258.0,171.27999877929688,20.90212059020996,24.73553466796875,629.0
2021-03-12,629.0,1258.0,168.25999450683594,20.614999771118164,24.73553466796875,634.0
