Date,steel_rebar,usd_mxn,coal,iron_ore,hot_rolled_coil
2024-04-11,580.5,22.968008041381836,22.968008041381836,22.968008041381836,22.968008041381836
2024-04-12,578.5,22.834463119506836,22.834463119506836,22.834463119506836,22.834463119506836
2024-04-15,584.0,22.8374080657959,22.8374080657959,22.8374080657959,22.8374080657959
2024-04-16,582.5,23.105484008789062,23.105484008789062,23.105484008789062,23.105484008789062
2024-04-17,578.5,23.35097312927246,23.35097312927246,23.35097312927246,23.35097312927246
2024-04-18,578.5,23.208589553833008,23.208589553833008,23.208589553833008,23.208589553833008
2024-04-19,579.0,23.223318099975586,23.223318099975586,23.223318099975586,23.223318099975586
2024-04-22,579.5,23.084863662719727,23.084863662719727,23.084863662719727,23.084863662719727
2024-04-23,581.0,22.655746459960938,22.655746459960938,22.655746459960938,22.655746459960938
2024-04-24,579.5,22.686187744140625,22.686187744140625,22.686187744140625,22.686187744140625
2024-04-25,579.5,23.070133209228516,23.070133209228516,23.070133209228516,23.070133209228516
2024-04-26,579.5,23.339189529418945,23.339189529418945,23.339189529418945,23.339189529418945
2024-04-29,587.0,23.547365188598633,23.547365188598633,23.547365188598633,23.547365188598633
2024-04-30,587.5,22.968008041381836,22.968008041381836,22.968008041381836,22.968008041381836
2024-05-01,583.5,22.761798858642578,22.761798858642578,22.761798858642578,22.761798858642578
2024-05-02,586.0,23.064241409301758,23.064241409301758,23.064241409301758,23.064241409301758
2024-05-07,584.0,23.38141441345215,23.38141441345215,23.38141441345215,23.38141441345215
2024-05-08,579.0,23.227245330810547,23.227245330810547,23.227245330810547,23.227245330810547
2024-05-09,576.0,23.258670806884766,23.258670806884766,23.258670806884766,23.258670806884766
2024-05-10,582.5,23.095664978027344,23.095664978027344,23.095664978027344,23.095664978027344
2024-05-13,585.0,23.275362014770508,23.275362014770508,23.275362014770508,23.275362014770508
2024-05-14,583.5,23.238048553466797,23.238048553466797,23.238048553466797,23.238048553466797
2024-05-15,582.5,23.341154098510742,23.341154098510742,23.341154098510742,23.341154098510742
2024-05-16,585.0,23.24099349975586,23.24099349975586,23.24099349975586,23.24099349975586
2024-05-17,582.5,23.515941619873047,23.515941619873047,23.515941619873047,23.515941619873047
2024-05-20,581.0,23.951932907104492,23.951932907104492,23.951932907104492,23.951932907104492
2024-05-21,580.0,24.276960372924805,24.276960372924805,24.276960372924805,24.276960372924805
2024-05-22,579.0,23.983354568481445,23.983354568481445,23.983354568481445,23.983354568481445
2024-05-23,575.0,23.801692962646484,23.801692962646484,23.801692962646484,23.801692962646484
2024-05-24,575.0,23.999067306518555,23.999067306518555,23.999067306518555,23.999067306518555
2024-05-28,576.0,24.34275245666504,24.34275245666504,24.34275245666504,24.34275245666504
2024-05-29,572.5,23.97157096862793,23.97157096862793,23.97157096862793,23.97157096862793
2024-05-30,580.0,24.021650314331055,24.021650314331055,24.021650314331055,24.021650314331055
2024-05-31,573.0,24.522449493408203,24.522449493408203,24.522449493408203,24.522449493408203
2024-06-03,572.0,24.9918270111084,24.9918270111084,24.9918270111084,24.9918270111084
2024-06-04,572.5,24.041290283203125,24.041290283203125,24.041290283203125,24.041290283203125
2024-06-05,572.5,24.01870346069336,24.01870346069336,24.01870346069336,24.01870346069336
2024-06-06,570.0,24.29365348815918,24.29365348815918,24.29365348815918,24.29365348815918
2024-06-07,575.5,23.861591339111328,23.861591339111328,23.861591339111328,23.861591339111328
2024-06-10,575.5,23.85668182373047,23.85668182373047,23.85668182373047,23.85668182373047
2024-06-11,572.5,23.295001983642578,23.295001983642578,23.295001983642578,23.295001983642578
2024-06-12,575.0,23.402036666870117,23.402036666870117,23.402036666870117,23.402036666870117
2024-06-13,575.5,23.211536407470703,23.211536407470703,23.211536407470703,23.211536407470703
2024-06-14,577.5,23.076025009155273,23.076025009155273,23.076025009155273,23.076025009155273
2024-06-17,576.0,22.952299118041992,22.952299118041992,22.952299118041992,22.952299118041992
2024-06-18,577.5,23.13690757751465,23.13690757751465,23.13690757751465,23.13690757751465
2024-06-19,575.5,,,,
2024-06-20,575.0,23.331335067749023,23.331335067749023,23.331335067749023,23.331335067749023
2024-06-21,573.0,23.110393524169922,23.110393524169922,23.110393524169922,23.110393524169922
2024-06-24,572.5,23.223318099975586,23.223318099975586,23.223318099975586,23.223318099975586
2024-06-25,572.5,22.864904403686523,22.864904403686523,22.864904403686523,22.864904403686523
2024-06-26,578.5,22.950334548950195,22.950334548950195,22.950334548950195,22.950334548950195
2024-06-27,577.0,23.026927947998047,23.026927947998047,23.026927947998047,23.026927947998047
2024-06-28,585.5,23.39025115966797,23.39025115966797,23.39025115966797,23.39025115966797
2024-07-01,578.5,24.863189697265625,24.863189697265625,24.863189697265625,24.863189697265625
2024-07-02,581.0,24.955493927001953,24.955493927001953,24.955493927001953,24.955493927001953
2024-07-03,583.0,25.486732482910156,25.486732482910156,25.486732482910156,25.486732482910156
2024-07-04,584.0,,,,
2024-07-05,579.5,25.274629592895508,25.274629592895508,25.274629592895508,25.274629592895508
2024-07-08,576.5,25.252044677734375,25.252044677734375,25.252044677734375,25.252044677734375
2024-07-09,577.5,25.183307647705078,25.183307647705078,25.183307647705078,25.183307647705078
2024-07-10,575.5,25.000661849975586,25.000661849975586,25.000661849975586,25.000661849975586
2024-07-11,575.0,25.001646041870117,25.001646041870117,25.001646041870117,25.001646041870117
2024-07-12,575.5,25.285430908203125,25.285430908203125,25.285430908203125,25.285430908203125
2024-07-15,573.5,25.46218490600586,25.46218490600586,25.46218490600586,25.46218490600586
2024-07-16,573.0,25.418977737426758,25.418977737426758,25.418977737426758,25.418977737426758
2024-07-17,573.0,24.905414581298828,24.905414581298828,24.905414581298828,24.905414581298828
2024-07-18,571.0,24.589223861694336,24.589223861694336,24.589223861694336,24.589223861694336
2024-07-19,575.0,24.09726333618164,24.09726333618164,24.09726333618164,24.09726333618164
2024-07-22,574.5,24.093334197998047,24.093334197998047,24.093334197998047,24.093334197998047
2024-07-23,570.0,23.854717254638672,23.854717254638672,23.854717254638672,23.854717254638672
2024-07-24,573.0,23.62592124938965,23.62592124938965,23.62592124938965,23.62592124938965
2024-07-25,577.0,23.483539581298828,23.483539581298828,23.483539581298828,23.483539581298828
2024-07-26,577.5,23.70742416381836,23.70742416381836,23.70742416381836,23.70742416381836
2024-07-29,579.0,23.493356704711914,23.493356704711914,23.493356704711914,23.493356704711914
2024-07-30,574.5,23.26848793029785,23.26848793029785,23.26848793029785,23.26848793029785
2024-07-31,577.5,23.883195877075195,23.883195877075195,23.883195877075195,23.883195877075195
2024-08-01,571.5,23.152616500854492,23.152616500854492,23.152616500854492,23.152616500854492
2024-08-02,570.0,22.734304428100586,22.734304428100586,22.734304428100586,22.734304428100586
2024-08-05,572.5,21.819116592407227,21.819116592407227,21.819116592407227,21.819116592407227
2024-08-06,574.5,21.90945816040039,21.90945816040039,21.90945816040039,21.90945816040039
2024-08-07,571.0,21.960519790649414,21.960519790649414,21.960519790649414,21.960519790649414
2024-08-08,571.0,22.243324279785156,22.243324279785156,22.243324279785156,22.243324279785156
2024-08-09,570.5,22.499614715576172,22.499614715576172,22.499614715576172,22.499614715576172
2024-08-12,574.0,22.581117630004883,22.581117630004883,22.581117630004883,22.581117630004883
2024-08-13,571.5,22.85213851928711,22.85213851928711,22.85213851928711,22.85213851928711
2024-08-14,570.0,22.172622680664062,22.172622680664062,22.172622680664062,22.172622680664062
2024-08-15,571.5,22.07344627380371,22.07344627380371,22.07344627380371,22.07344627380371
2024-08-16,565.5,22.32678985595703,22.32678985595703,22.32678985595703,22.32678985595703
2024-08-19,568.5,22.469175338745117,22.469175338745117,22.469175338745117,22.469175338745117
2024-08-20,569.5,21.603086471557617,21.603086471557617,21.603086471557617,21.603086471557617
2024-08-21,569.0,21.839738845825195,21.839738845825195,21.839738845825195,21.839738845825195
2024-08-22,568.0,21.580501556396484,21.580501556396484,21.580501556396484,21.580501556396484
2024-08-23,562.5,21.706192016601562,21.706192016601562,21.706192016601562,21.706192016601562
2024-08-27,568.0,21.56871795654297,21.56871795654297,21.56871795654297,21.56871795654297
2024-08-28,568.0,21.417497634887695,21.417497634887695,21.417497634887695,21.417497634887695
2024-08-29,570.5,21.58835792541504,21.58835792541504,21.58835792541504,21.58835792541504
2024-08-30,568.5,21.665931701660156,21.665931701660156,21.665931701660156,21.665931701660156
2024-09-02,569.0,,,,
2024-09-03,569.0,20.84305191040039,20.84305191040039,20.84305191040039,20.84305191040039
2024-09-04,573.0,20.398223876953125,20.398223876953125,20.398223876953125,20.398223876953125
2024-09-05,574.5,19.994638442993164,19.994638442993164,19.994638442993164,19.994638442993164
2024-09-06,575.5,19.34458351135254,19.34458351135254,19.34458351135254,19.34458351135254
2024-09-09,575.5,19.440814971923828,19.440814971923828,19.440814971923828,19.440814971923828
2024-09-10,575.0,19.24736785888672,19.24736785888672,19.24736785888672,19.24736785888672
2024-09-11,578.5,19.351457595825195,19.351457595825195,19.351457595825195,19.351457595825195
2024-09-12,577.0,19.888587951660156,19.888587951660156,19.888587951660156,19.888587951660156
2024-09-13,580.0,20.253875732421875,20.253875732421875,20.253875732421875,20.253875732421875
2024-09-16,580.5,20.26664161682129,20.26664161682129,20.26664161682129,20.26664161682129
2024-09-17,577.0,20.13505744934082,20.13505744934082,20.13505744934082,20.13505744934082
2024-09-18,577.0,20.17433738708496,20.17433738708496,20.17433738708496,20.17433738708496
2024-09-19,578.0,20.82733917236328,20.82733917236328,20.82733917236328,20.82733917236328
2024-09-20,577.0,20.767440795898438,20.767440795898438,20.767440795898438,20.767440795898438
2024-09-23,578.0,21.07282829284668,21.07282829284668,21.07282829284668,21.07282829284668
2024-09-24,578.0,21.926151275634766,21.926151275634766,21.926151275634766,21.926151275634766
2024-09-25,579.0,21.97230339050293,21.97230339050293,21.97230339050293,21.97230339050293
2024-09-26,582.0,22.776527404785156,22.776527404785156,22.776527404785156,22.776527404785156
2024-09-27,581.0,23.1251220703125,23.1251220703125,23.1251220703125,23.1251220703125
2024-09-30,595.0,23.35980987548828,23.35980987548828,23.35980987548828,23.35980987548828
2024-10-01,589.0,23.16440200805664,23.16440200805664,23.16440200805664,23.16440200805664
2024-10-02,586.0,23.07897186279297,23.07897186279297,23.07897186279297,23.07897186279297
2024-10-03,599.0,22.830535888671875,22.830535888671875,22.830535888671875,22.830535888671875
2024-10-04,605.5,23.10057258605957,23.10057258605957,23.10057258605957,23.10057258605957
2024-10-07,609.0,23.478628158569336,23.478628158569336,23.478628158569336,23.478628158569336
2024-10-08,599.0,22.761798858642578,22.761798858642578,22.761798858642578,22.761798858642578
2024-10-09,599.5,22.63414192199707,22.63414192199707,22.63414192199707,22.63414192199707
2024-10-10,599.5,23.031837463378906,23.031837463378906,23.031837463378906,23.031837463378906
2024-10-11,595.5,23.271434783935547,23.271434783935547,23.271434783935547,23.271434783935547
2024-10-14,595.0,23.2370662689209,23.2370662689209,23.2370662689209,23.2370662689209
2024-10-15,595.5,22.908109664916992,22.908109664916992,22.908109664916992,22.908109664916992
2024-10-16,593.0,22.985685348510742,22.985685348510742,22.985685348510742,22.985685348510742
2024-10-17,592.5,22.497650146484375,22.497650146484375,22.497650146484375,22.497650146484375
2024-10-18,592.5,22.461318969726562,22.461318969726562,22.461318969726562,22.461318969726562
2024-10-21,592.5,22.201099395751953,22.201099395751953,22.201099395751953,22.201099395751953
2024-10-22,589.5,22.486848831176758,22.486848831176758,22.486848831176758,22.486848831176758
2024-10-23,588.0,22.019437789916992,22.019437789916992,22.019437789916992,22.019437789916992
2024-10-24,592.5,22.151020050048828,22.151020050048828,22.151020050048828,22.151020050048828
2024-10-25,595.5,22.32384490966797,22.32384490966797,22.32384490966797,22.32384490966797
2024-10-28,595.0,22.72350311279297,22.72350311279297,22.72350311279297,22.72350311279297
2024-10-29,593.5,22.540857315063477,22.540857315063477,22.540857315063477,22.540857315063477
2024-10-30,592.0,22.3709774017334,22.3709774017334,22.3709774017334,22.3709774017334
2024-10-31,595.0,22.740196228027344,22.740196228027344,22.740196228027344,22.740196228027344
2024-11-01,594.0,22.646909713745117,22.646909713745117,22.646909713745117,22.646909713745117
2024-11-04,596.0,22.71564483642578,22.71564483642578,22.71564483642578,22.71564483642578
2024-11-05,597.5,23.311695098876953,23.311695098876953,23.311695098876953,23.311695098876953
2024-11-06,596.5,24.140466690063477,24.140466690063477,24.140466690063477,24.140466690063477
2024-11-07,594.0,24.602970123291016,24.602970123291016,24.602970123291016,24.602970123291016
2024-11-08,590.0,24.09627914428711,24.09627914428711,24.09627914428711,24.09627914428711
2024-11-11,585.0,23.920509338378906,23.920509338378906,23.920509338378906,23.920509338378906
2024-11-12,588.0,23.189931869506836,23.189931869506836,23.189931869506836,23.189931869506836
2024-11-13,586.5,23.229209899902344,23.229209899902344,23.229209899902344,23.229209899902344
2024-11-14,587.0,23.072097778320312,23.072097778320312,23.072097778320312,23.072097778320312
2024-11-15,586.0,22.88945198059082,22.88945198059082,22.88945198059082,22.88945198059082
2024-11-18,581.5,23.458988189697266,23.458988189697266,23.458988189697266,23.458988189697266
2024-11-19,581.0,23.517906188964844,23.517906188964844,23.517906188964844,23.517906188964844
2024-11-20,577.0,23.614137649536133,23.614137649536133,23.614137649536133,23.614137649536133
2024-11-21,578.5,24.103153228759766,24.103153228759766,24.103153228759766,24.103153228759766
2024-11-22,578.5,24.02852439880371,24.02852439880371,24.02852439880371,24.02852439880371
2024-11-25,578.5,23.82231330871582,23.82231330871582,23.82231330871582,23.82231330871582
2024-11-26,576.5,23.588605880737305,23.588605880737305,23.588605880737305,23.588605880737305
2024-11-27,576.5,23.685821533203125,23.685821533203125,23.685821533203125,23.685821533203125
2024-11-28,576.5,,,,
2024-11-29,563.0,23.547365188598633,23.547365188598633,23.547365188598633,23.547365188598633
2024-12-02,566.0,23.341154098510742,23.341154098510742,23.341154098510742,23.341154098510742
2024-12-03,566.5,23.29401969909668,23.29401969909668,23.29401969909668,23.29401969909668
2024-12-04,563.0,23.06718635559082,23.06718635559082,23.06718635559082,23.06718635559082
2024-12-05,563.5,22.952299118041992,22.952299118041992,22.952299118041992,22.952299118041992
2024-12-06,563.0,22.343482971191406,22.343482971191406,22.343482971191406,22.343482971191406
2024-12-09,561.0,22.577190399169922,22.577190399169922,22.577190399169922,22.577190399169922
2024-12-10,558.5,22.560497283935547,22.560497283935547,22.560497283935547,22.560497283935547
2024-12-11,557.0,22.60173988342285,22.60173988342285,22.60173988342285,22.60173988342285
2024-12-12,564.0,22.518272399902344,22.518272399902344,22.518272399902344,22.518272399902344
2024-12-13,561.0,22.27965545654297,22.27965545654297,22.27965545654297,22.27965545654297
2024-12-16,567.0,21.897674560546875,21.897674560546875,21.897674560546875,21.897674560546875
2024-12-17,565.5,21.644329071044922,21.644329071044922,21.644329071044922,21.644329071044922
2024-12-18,565.5,20.987398147583008,20.987398147583008,20.987398147583008,20.987398147583008
2024-12-19,563.0,20.78511619567871,20.78511619567871,20.78511619567871,20.78511619567871
2024-12-20,565.5,20.598543167114258,20.598543167114258,20.598543167114258,20.598543167114258
2024-12-23,563.5,20.576940536499023,20.576940536499023,20.576940536499023,20.576940536499023
2024-12-24,564.0,20.58381462097168,20.58381462097168,20.58381462097168,20.58381462097168
2024-12-27,564.0,20.355998992919922,20.355998992919922,20.355998992919922,20.355998992919922
2024-12-30,564.0,20.621999740600586,20.621999740600586,20.621999740600586,20.621999740600586
2024-12-31,570.0,20.775999069213867,20.775999069213867,20.775999069213867,20.775999069213867
2025-01-02,574.0,20.892000198364258,20.892000198364258,20.892000198364258,20.892000198364258
2025-01-03,569.5,20.836999893188477,20.836999893188477,20.836999893188477,20.836999893188477
2025-01-06,566.0,20.579999923706055,20.579999923706055,20.579999923706055,20.579999923706055
2025-01-07,561.5,20.37700080871582,20.37700080871582,20.37700080871582,20.37700080871582
2025-01-08,560.0,20.195999145507812,20.195999145507812,20.195999145507812,20.195999145507812
2025-01-09,561.0,,,,
2025-01-10,560.0,19.700000762939453,19.700000762939453,19.700000762939453,19.700000762939453
2025-01-13,556.5,20.06599998474121,20.06599998474121,20.06599998474121,20.06599998474121
2025-01-14,558.5,20.31800079345703,20.31800079345703,20.31800079345703,20.31800079345703
2025-01-15,560.0,20.5,20.5,20.5,20.5
2025-01-16,560.0,20.29800033569336,20.29800033569336,20.29800033569336,20.29800033569336
2025-01-17,556.0,20.496999740600586,20.496999740600586,20.496999740600586,20.496999740600586
2025-01-20,559.0,,,,
2025-01-21,555.5,20.950000762939453,20.950000762939453,20.950000762939453,20.950000762939453
2025-01-22,557.0,20.489999771118164,20.489999771118164,20.489999771118164,20.489999771118164
2025-01-23,558.0,20.665000915527344,20.665000915527344,20.665000915527344,20.665000915527344
2025-01-24,558.0,20.674999237060547,20.674999237060547,20.674999237060547,20.674999237060547
2025-01-27,559.0,20.155000686645508,20.155000686645508,20.155000686645508,20.155000686645508
2025-01-28,559.5,19.6200008392334,19.6200008392334,19.6200008392334,19.6200008392334
2025-01-29,559.5,19.83099937438965,19.83099937438965,19.83099937438965,19.83099937438965
2025-01-30,557.0,19.892000198364258,19.892000198364258,19.892000198364258,19.892000198364258
2025-01-31,576.5,19.757999420166016,19.757999420166016,19.757999420166016,19.757999420166016
2025-02-03,569.0,19.673999786376953,19.673999786376953,19.673999786376953,19.673999786376953
2025-02-04,571.0,20.03499984741211,20.03499984741211,20.03499984741211,20.03499984741211
2025-02-05,564.0,20.08099937438965,20.08099937438965,20.08099937438965,20.08099937438965
2025-02-06,569.0,19.805999755859375,19.805999755859375,19.805999755859375,19.805999755859375
2025-02-07,566.5,19.503000259399414,19.503000259399414,19.503000259399414,19.503000259399414
2025-02-10,569.0,19.60700035095215,19.60700035095215,19.60700035095215,19.60700035095215
2025-02-11,568.5,19.479000091552734,19.479000091552734,19.479000091552734,19.479000091552734
2025-02-12,567.5,19.17099952697754,19.17099952697754,19.17099952697754,19.17099952697754
2025-02-13,568.5,19.44300079345703,19.44300079345703,19.44300079345703,19.44300079345703
2025-02-14,568.0,18.952999114990234,18.952999114990234,18.952999114990234,18.952999114990234
2025-02-17,568.5,,,,
2025-02-18,568.5,18.809999465942383,18.809999465942383,18.809999465942383,18.809999465942383
2025-02-19,568.0,18.344999313354492,18.344999313354492,18.344999313354492,18.344999313354492
2025-02-20,568.5,18.81999969482422,18.81999969482422,18.81999969482422,18.81999969482422
2025-02-21,568.5,18.427000045776367,18.427000045776367,18.427000045776367,18.427000045776367
2025-02-24,568.0,18.510000228881836,18.510000228881836,18.510000228881836,18.510000228881836
2025-02-25,568.5,18.360000610351562,18.360000610351562,18.360000610351562,18.360000610351562
2025-02-26,566.5,18.235000610351562,18.235000610351562,18.235000610351562,18.235000610351562
2025-02-27,564.0,17.93000030517578,17.93000030517578,17.93000030517578,17.93000030517578
2025-02-28,573.5,17.674999237060547,17.674999237060547,17.674999237060547,17.674999237060547
2025-03-03,573.5,17.538000106811523,17.538000106811523,17.538000106811523,17.538000106811523
2025-03-04,571.5,17.527000427246094,17.527000427246094,17.527000427246094,17.527000427246094
2025-03-05,572.0,17.77899932861328,17.77899932861328,17.77899932861328,17.77899932861328
2025-03-06,572.5,17.54599952697754,17.54599952697754,17.54599952697754,17.54599952697754
2025-03-07,572.5,17.448999404907227,17.448999404907227,17.448999404907227,17.448999404907227
2025-03-10,572.5,17.534000396728516,17.534000396728516,17.534000396728516,17.534000396728516
2025-03-11,572.5,18.17300033569336,18.17300033569336,18.17300033569336,18.17300033569336
2025-03-12,572.5,17.739999771118164,17.739999771118164,17.739999771118164,17.739999771118164
2025-03-13,572.5,17.597000122070312,17.597000122070312,17.597000122070312,17.597000122070312
2025-03-14,576.0,17.934999465942383,17.934999465942383,17.934999465942383,17.934999465942383
2025-03-17,574.0,17.89299964904785,17.89299964904785,17.89299964904785,17.89299964904785
2025-03-18,574.0,18.110000610351562,18.110000610351562,18.110000610351562,18.110000610351562
2025-03-19,573.5,18.014999389648438,18.014999389648438,18.014999389648438,18.014999389648438
2025-03-20,575.0,17.850000381469727,17.850000381469727,17.850000381469727,17.850000381469727
2025-03-21,573.5,17.562999725341797,17.562999725341797,17.562999725341797,17.562999725341797
2025-03-24,573.5,17.716999053955078,17.716999053955078,17.716999053955078,17.716999053955078
2025-03-25,573.5,17.780000686645508,17.780000686645508,17.780000686645508,17.780000686645508
2025-03-26,573.5,17.68899917602539,17.68899917602539,17.68899917602539,17.68899917602539
2025-03-27,573.5,17.84000015258789,17.84000015258789,17.84000015258789,17.84000015258789
2025-03-28,573.0,17.524999618530273,17.524999618530273,17.524999618530273,17.524999618530273
2025-03-31,574.5,17.291000366210938,17.291000366210938,17.291000366210938,17.291000366210938
2025-04-01,572.0,17.336999893188477,17.336999893188477,17.336999893188477,17.336999893188477
2025-04-02,571.0,17.15999984741211,17.15999984741211,17.15999984741211,17.15999984741211
2025-04-03,571.0,16.292999267578125,16.292999267578125,16.292999267578125,16.292999267578125
2025-04-04,565.5,14.937999725341797,14.937999725341797,14.937999725341797,14.937999725341797
2025-04-07,566.5,14.708999633789062,14.708999633789062,14.708999633789062,14.708999633789062
2025-04-08,560.0,15.170000076293945,15.170000076293945,15.170000076293945,15.170000076293945
2025-04-09,561.5,16.149999618530273,16.149999618530273,16.149999618530273,16.149999618530273
2025-04-10,561.5,15.760000228881836,15.760000228881836,15.760000228881836,15.760000228881836
2025-04-11,565.0,16.3799991607666,16.3799991607666,16.3799991607666,16.3799991607666
2025-04-14,567.0,16.601999282836914,16.601999282836914,16.601999282836914,16.601999282836914
2025-04-15,566.5,16.610000610351562,16.610000610351562,16.610000610351562,16.610000610351562
2025-04-16,566.5,16.583999633789062,16.583999633789062,16.583999633789062,16.583999633789062
2025-04-17,566.5,17.0,17.0,17.0,17.0
2025-04-22,559.0,16.959999084472656,16.959999084472656,16.959999084472656,16.959999084472656
2025-04-23,553.0,17.05299949645996,17.05299949645996,17.05299949645996,17.05299949645996
2025-04-24,550.0,17.559999465942383,17.559999465942383,17.559999465942383,17.559999465942383
2025-04-25,554.5,17.292999267578125,17.292999267578125,17.292999267578125,17.292999267578125
2025-04-28,554.5,17.356000900268555,17.356000900268555,17.356000900268555,17.356000900268555
2025-04-29,554.5,17.415000915527344,17.415000915527344,17.415000915527344,17.415000915527344
2025-04-30,539.0,16.920000076293945,16.920000076293945,16.920000076293945,16.920000076293945
2025-05-01,539.5,16.93000030517578,16.93000030517578,16.93000030517578,16.93000030517578
2025-05-02,539.5,17.389999389648438,17.389999389648438,17.389999389648438,17.389999389648438
2025-05-06,542.0,17.329999923706055,17.329999923706055,17.329999923706055,17.329999923706055
2025-05-07,541.5,17.190000534057617,17.190000534057617,17.190000534057617,17.190000534057617
2025-05-08,541.5,17.038999557495117,17.038999557495117,17.038999557495117,17.038999557495117
2025-05-09,539.0,16.731000900268555,16.731000900268555,16.731000900268555,16.731000900268555
2025-05-12,544.5,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836
2025-05-13,544.5,17.709999084472656,17.709999084472656,17.709999084472656,17.709999084472656
2025-05-14,550.5,17.420000076293945,17.420000076293945,17.420000076293945,17.420000076293945
2025-05-15,548.5,17.34000015258789,17.34000015258789,17.34000015258789,17.34000015258789
2025-05-16,549.0,17.41699981689453,17.41699981689453,17.41699981689453,17.41699981689453
2025-05-19,549.5,17.23200035095215,17.23200035095215,17.23200035095215,17.23200035095215
2025-05-20,547.5,17.190000534057617,17.190000534057617,17.190000534057617,17.190000534057617
2025-05-21,550.5,17.100000381469727,17.100000381469727,17.100000381469727,17.100000381469727
2025-05-22,550.5,16.850000381469727,16.850000381469727,16.850000381469727,16.850000381469727
2025-05-23,550.5,16.924999237060547,16.924999237060547,16.924999237060547,16.924999237060547
2025-05-27,550.5,17.378999710083008,17.378999710083008,17.378999710083008,17.378999710083008
2025-05-28,550.5,17.295000076293945,17.295000076293945,17.295000076293945,17.295000076293945
2025-05-29,550.5,17.1299991607666,17.1299991607666,17.1299991607666,17.1299991607666
2025-05-30,549.5,16.865999221801758,16.865999221801758,16.865999221801758,16.865999221801758
2025-06-02,549.5,16.958999633789062,16.958999633789062,16.958999633789062,16.958999633789062
2025-06-03,543.5,16.926000595092773,16.926000595092773,16.926000595092773,16.926000595092773
2025-06-04,546.0,17.18000030517578,17.18000030517578,17.18000030517578,17.18000030517578
2025-06-05,549.5,17.05699920654297,17.05699920654297,17.05699920654297,17.05699920654297
2025-06-06,546.0,17.263999938964844,17.263999938964844,17.263999938964844,17.263999938964844
2025-06-09,546.0,17.43899917602539,17.43899917602539,17.43899917602539,17.43899917602539
2025-06-10,549.5,17.44099998474121,17.44099998474121,17.44099998474121,17.44099998474121
2025-06-11,541.0,17.43000030517578,17.43000030517578,17.43000030517578,17.43000030517578
2025-06-12,541.5,17.36199951171875,17.36199951171875,17.36199951171875,17.36199951171875
2025-06-13,541.5,17.280000686645508,17.280000686645508,17.280000686645508,17.280000686645508
2025-06-16,540.5,17.479999542236328,17.479999542236328,17.479999542236328,17.479999542236328
2025-06-17,540.5,17.4689998626709,17.4689998626709,17.4689998626709,17.4689998626709
2025-06-18,540.5,17.65399932861328,17.65399932861328,17.65399932861328,17.65399932861328
2025-06-19,540.5,,,,
2025-06-20,540.5,17.149999618530273,17.149999618530273,17.149999618530273,17.149999618530273
2025-06-23,540.5,17.040000915527344,17.040000915527344,17.040000915527344,17.040000915527344
2025-06-24,540.5,16.90999984741211,16.90999984741211,16.90999984741211,16.90999984741211
2025-06-25,540.5,16.649999618530273,16.649999618530273,16.649999618530273,16.649999618530273
2025-06-26,541.5,16.906999588012695,16.906999588012695,16.906999588012695,16.906999588012695
2025-06-27,541.5,17.09600067138672,17.09600067138672,17.09600067138672,17.09600067138672
2025-06-30,536.0,17.440000534057617,17.440000534057617,17.440000534057617,17.440000534057617
2025-07-01,537.5,17.27400016784668,17.27400016784668,17.27400016784668,17.27400016784668
2025-07-02,539.5,18.156999588012695,18.156999588012695,18.156999588012695,18.156999588012695
2025-07-03,539.5,18.549999237060547,18.549999237060547,18.549999237060547,18.549999237060547
2025-07-04,539.5,,,,
2025-07-07,536.0,18.198999404907227,18.198999404907227,18.198999404907227,18.198999404907227
2025-07-08,539.5,18.209999084472656,18.209999084472656,18.209999084472656,18.209999084472656
2025-07-09,539.5,18.1200008392334,18.1200008392334,18.1200008392334,18.1200008392334
2025-07-10,535.5,18.90999984741211,18.90999984741211,18.90999984741211,18.90999984741211
2025-07-11,536.0,19.211000442504883,19.211000442504883,19.211000442504883,19.211000442504883
2025-07-14,535.0,19.200000762939453,19.200000762939453,19.200000762939453,19.200000762939453
2025-07-15,535.5,19.170000076293945,19.170000076293945,19.170000076293945,19.170000076293945
2025-07-16,535.5,19.073999404907227,19.073999404907227,19.073999404907227,19.073999404907227
2025-07-17,535.5,19.496000289916992,19.496000289916992,19.496000289916992,19.496000289916992
2025-07-18,539.5,19.3799991607666,19.3799991607666,19.3799991607666,19.3799991607666
2025-07-21,539.5,19.840999603271484,19.840999603271484,19.840999603271484,19.840999603271484
2025-07-22,539.5,20.950000762939453,20.950000762939453,20.950000762939453,20.950000762939453
2025-07-23,539.5,21.266000747680664,21.266000747680664,21.266000747680664,21.266000747680664
2025-07-24,536.0,21.08300018310547,21.08300018310547,21.08300018310547,21.08300018310547
2025-07-25,539.5,20.76300048828125,20.76300048828125,20.76300048828125,20.76300048828125
2025-07-28,539.5,19.959999084472656,19.959999084472656,19.959999084472656,19.959999084472656
2025-07-29,536.0,19.933000564575195,19.933000564575195,19.933000564575195,19.933000564575195
2025-07-30,539.5,19.44099998474121,19.44099998474121,19.44099998474121,19.44099998474121
2025-07-31,545.0,19.148000717163086,19.148000717163086,19.148000717163086,19.148000717163086
2025-08-01,545.0,18.969999313354492,18.969999313354492,18.969999313354492,18.969999313354492
